Z =0.9665264
norm_productive =0.19848100027580576
min_energy_clip =-7
max_energy_clip =10
likelihood_train,likelihood_test
0.09961341261863708,0.20070302724838257
0.2645876455307007,0.3085219931602478
0.3575936508178711,0.3797595548629761
0.4207585573196411,0.4338372659683227
0.4671672964096069,0.4765130996704101
0.5116750144958496,0.5125501012802124
0.5427461528778076,0.5442031717300415
0.5722029447555542,0.5717552947998047
0.6033008623123168,0.5962324905395507
0.6225846576690673,0.6166032457351684
0.6454316282272339,0.6373486948013305
0.6671179533004761,0.6553849411010741
0.6835389518737792,0.6724114751815795
0.6970044565200806,0.6879748964309692
0.7161853837966918,0.7021939516067505
0.72864426612854,0.7157694482803344
0.7377684116363525,0.7288667392730712
0.7547088146209716,0.7409161663055419
0.766869649887085,0.7515407180786132
0.779919090270996,0.7614484977722168
0.7850073051452636,0.7716824340820312
0.7964990043640137,0.7810748004913329
0.8052716732025146,0.7889586925506592
0.8195204257965087,0.7971374988555908
0.8242415428161621,0.8055296802520752
0.8329477787017822,0.8134736537933349
0.8419675540924072,0.8201162624359131
0.8487726402282715,0.82600510597229
0.8481968879699707,0.8323621559143066
0.859184160232544,0.8389110374450683
0.8633944988250732,0.8446430683135986
0.8695821189880371,0.8503942394256592
0.8731298446655273,0.8554419422149658
0.8710023593902587,0.8602875995635986
0.885336856842041,0.8641603660583496
0.8888237285614013,0.8677798461914062
0.8903397560119629,0.8727014636993408
0.8938704872131348,0.8762909030914307
0.9051346492767334,0.8801438426971435
0.9068688583374023,0.8833673000335693
0.9134060668945312,0.8867116928100586
0.911273946762085,0.8894819641113281
0.9126595973968505,0.8921385955810547
0.9170780754089355,0.8946976375579834
0.9165454959869385,0.8984742736816406
0.922662649154663,0.9003667545318603
0.9228491592407226,0.9031938457489014
0.9308859157562256,0.9051461505889892
0.9290845012664795,0.9076980686187743
0.929011116027832,0.9095296955108643
0.930992431640625,0.91171648979187
0.9294126319885253,0.913210802078247
0.9380102920532226,0.9137794303894042
0.9406191158294678,0.915895071029663
0.9368014526367188,0.9172204685211182
0.944073543548584,0.9184926509857178
0.9434025192260742,0.9209387397766113
0.9448487663269043,0.9223572635650634
0.9438432598114014,0.9236767387390137
0.9490482902526856,0.9246058559417725
0.9519818115234374,0.9248744201660156
0.9522856521606445,0.9266137790679931
0.9472996616363525,0.927189359664917
0.9509229183197021,0.928403263092041
0.9560853767395019,0.9290939426422119
0.9568519306182861,0.9289499187469482
0.9491957473754883,0.9312143039703369
0.9569855690002441,0.9322362041473389
0.9533288383483887,0.9322112274169921
0.9578536605834961,0.933114767074585
0.9595292472839355,0.9331760501861572
0.9562407302856445,0.9346088218688965
0.9557019710540771,0.9354609489440917
0.9561764430999755,0.9354645538330078
0.9643739604949951,0.9364879131317139
0.9653768062591552,0.9370784282684326
0.9605358695983887,0.936809778213501
0.9620337009429931,0.9369497680664062
0.9632060623168945,0.9373829555511475
0.964302978515625,0.9377154636383056
0.9591690158843994,0.9387198543548584
0.9654642677307128,0.9394532775878905
0.9565433692932128,0.9396285438537597
0.963923864364624,0.9395851135253905
0.96634446144104,0.9404362106323242
0.9618440151214599,0.939686222076416
0.9658532524108886,0.9399008846282959
0.9649741744995117,0.9407215118408203
0.9583507061004638,0.9404427337646484
0.9670553970336914,0.9416811847686767
0.9609287166595458,0.942240285873413
0.9617453956604004,0.942555112838745
0.9663492679595946,0.9426276397705078
0.9632730102539062,0.9420478534698487
0.9663862609863281,0.9429080486297607
0.9639721870422363,0.942053346633911
0.9680846786499023,0.943000144958496
0.9680736064910889,0.9427715778350829
0.9664276313781738,0.9432589244842529
0.9622653579711914,0.9430064105987549
