Z =1.000904
norm_productive =0.2218307694595858
min_energy_clip =-7
max_energy_clip =10
likelihood_train,likelihood_test
0.09565345287322997,0.1808683705329895
0.22881536722183227,0.2758749389648437
0.30916653871536254,0.3418085503578186
0.36726672649383546,0.39156041622161863
0.4121428298950195,0.43107879638671875
0.44832007884979247,0.4643335962295532
0.47976071834564205,0.49260270595550537
0.5062557077407837,0.5173257207870483
0.5307193422317504,0.5392276525497436
0.5512779808044433,0.5591466379165649
0.5707151985168457,0.5773100423812866
0.5897126626968383,0.5938642501831054
0.6047544050216674,0.6089886903762817
0.6197880363464355,0.6234072160720825
0.6340793609619141,0.6368937921524047
0.6474509239196777,0.6492055177688598
0.6598408842086791,0.6610777473449707
0.6725581169128417,0.6726202154159545
0.6839825248718261,0.683353943824768
0.6935471105575561,0.6934260034561157
0.7043658971786498,0.7029148864746093
0.7138818597793579,0.711993842124939
0.7228207397460937,0.7203117370605469
0.7313926506042481,0.7285500240325927
0.7387298870086669,0.7363910007476806
0.7481991577148437,0.7436391448974609
0.7546144008636474,0.750730390548706
0.7620234775543213,0.7576143550872803
0.7688394641876221,0.764069595336914
0.7750051975250244,0.7702709484100342
0.78093918800354,0.7761606502532958
0.7864789581298828,0.7816968154907227
0.7928329181671142,0.7869881057739258
0.7985055541992188,0.7919167613983153
0.8029553604125976,0.796801643371582
0.8080017757415772,0.8011453628540038
0.8121210479736328,0.8057194519042968
0.8166748809814453,0.8097108364105224
0.820980749130249,0.813988037109375
0.8251601028442382,0.8179674053192139
0.8289709854125976,0.8213293933868407
0.8327642726898193,0.8248844146728516
0.8358052539825439,0.828471450805664
0.838441972732544,0.831353645324707
0.8423330211639404,0.834503288269043
0.8451584815979004,0.8377000522613525
0.8478636074066161,0.840171890258789
0.8513495349884033,0.8428419971466065
0.8537716770172119,0.8453697109222412
0.8562228298187256,0.8479078960418701
0.8582351303100586,0.8500828456878662
0.8607482528686523,0.8522643184661864
0.8634264278411865,0.8543959236145019
0.8652905845642089,0.8562902927398681
0.8662669086456298,0.8584152889251708
0.8686233043670654,0.8599871063232422
0.8712782192230224,0.8618303203582763
0.872219009399414,0.8634616184234619
0.873059892654419,0.8651517105102539
0.8756608200073241,0.8664815711975097
0.8772956371307373,0.8682937145233154
0.8787985324859618,0.8695224666595459
0.8800974941253662,0.8707628917694091
0.8807389926910401,0.8721378993988037
0.882181806564331,0.8733307743072509
0.8836965465545654,0.8745526599884033
0.8851755809783936,0.8756655406951904
0.8856867885589599,0.876839017868042
0.8863662242889404,0.8776260852813721
0.8886077785491943,0.8783285236358642
0.8883068561553955,0.8792328357696533
0.8890486049652099,0.8801397228240967
0.8901405429840088,0.8811151885986328
0.891245527267456,0.8818213176727294
0.8918489170074463,0.882538948059082
0.8922698307037353,0.8831796741485596
0.8925780487060546,0.8837561130523681
0.8927447319030761,0.8842895507812499
0.8947894763946533,0.8848544025421142
0.8951811218261718,0.8855685997009277
0.8955047035217285,0.8859660816192627
0.8961749553680419,0.8862438297271729
0.8962338352203368,0.8870011138916015
0.897699909210205,0.8878686046600341
0.898082799911499,0.8882041168212891
0.8976673793792724,0.8886841678619385
0.8976034355163574,0.8889801120758056
0.8984011459350586,0.8890542697906494
0.8988811111450195,0.8890907478332519
0.8995980548858642,0.8894921779632569
0.8998618984222412,0.8902492046356201
0.9010004425048828,0.8907122611999512
0.9007619190216064,0.8908263301849365
0.900007209777832,0.8910039997100829
0.9016923236846923,0.8914218235015868
0.9009679126739502,0.8916858386993408
0.9018476772308349,0.8918051433563232
0.9014696788787842,0.8924160003662109
0.9028585052490234,0.8926229381561279
0.9021561527252197,0.8924766826629639
