Z =1.0018146
norm_productive =0.1984810002758057
min_energy_clip =-7
max_energy_clip =10
likelihood_train,likelihood_test
0.0746252989768982,0.13533324837684632
0.16466957688331604,0.19521531343460083
0.21991539001464844,0.23866976022720335
0.2620841145515442,0.27245398521423336
0.29712676763534546,0.301063392162323
0.32778220653533935,0.32632501602172853
0.35407639503479005,0.34789349555969235
0.37898806571960447,0.3673327302932739
0.4006094169616699,0.3848545074462891
0.42070057868957517,0.40056774616241453
0.4385848617553711,0.4150242948532104
0.456136679649353,0.42855215549468995
0.4716214799880981,0.441115665435791
0.4870040130615234,0.452829794883728
0.5009330892562867,0.46393581390380856
0.5140550136566162,0.4734482145309448
0.526424674987793,0.48289645671844483
0.5386313009262085,0.49211012363433837
0.5502108907699584,0.5010783576965332
0.5600004386901856,0.5093379735946655
0.5707143831253052,0.5169550180435181
0.5803644990921021,0.5238435745239257
0.5901917695999145,0.5306741952896118
0.5983674860000611,0.5367295503616333
0.6068409490585327,0.5428250312805175
0.614749345779419,0.5485695505142212
0.6223341178894043,0.5541409492492676
0.6296406269073486,0.5594581604003906
0.6359748458862304,0.5645198106765746
0.6433306646347046,0.5695040845870971
0.6503344917297363,0.5734313535690307
0.6559085083007812,0.5782938766479492
0.6623996257781982,0.5822058248519897
0.6682327222824096,0.5860794496536255
0.6738367795944213,0.5901494550704955
0.6789635753631591,0.5934220504760742
0.6847419548034668,0.596258111000061
0.6891629219055175,0.5996247339248657
0.6936839246749877,0.6032781171798706
0.698919038772583,0.6067146492004394
0.7021790599822998,0.6097954988479614
0.7072130298614502,0.6122246789932251
0.7109088134765624,0.6148390817642212
0.7144755506515502,0.6170375061035156
0.7190731573104858,0.6190805768966675
0.7229777240753174,0.6210626649856568
0.7254772853851318,0.6232265853881835
0.7289694786071778,0.6248456954956054
0.7315842247009277,0.6271835088729858
0.7344257354736328,0.6290005445480347
0.7387273979187011,0.6309201049804687
0.7420314502716064,0.6323677682876586
0.7443197822570801,0.6343193435668945
0.7470572662353515,0.6364305639266967
0.7502345466613769,0.637202525138855
0.7516326427459716,0.6383981895446778
0.754804859161377,0.6398741769790649
0.7577309989929198,0.6409893751144409
0.7594608306884766,0.6421861982345581
0.7622902393341064,0.6428955459594726
0.7632913684844971,0.6448751878738403
0.7650303840637207,0.6457310914993286
0.7676933670043945,0.646909031867981
0.7700145721435546,0.6475291585922242
0.7709847164154052,0.6486467599868774
0.7735065937042236,0.649320616722107
0.774508409500122,0.6504005813598632
0.7760766220092773,0.6515161657333374
0.7774717140197753,0.6521674919128417
0.7790297985076904,0.6523559331893921
0.7808633995056152,0.6527612257003784
0.7830452156066894,0.6539235448837281
0.7838782024383545,0.6541883325576782
0.784601411819458,0.6549572896957397
0.7854910469055175,0.6557877874374389
0.7878919029235839,0.6567569017410279
0.788109655380249,0.6573461723327636
0.7900902843475341,0.658000717163086
0.7893005561828613,0.6573878860473633
0.7918159103393554,0.6581771421432495
0.7938141345977783,0.6586619567871094
0.7946292686462402,0.6584390115737915
0.7961524200439453,0.6588712549209594
0.7961719036102295,0.6588047790527344
0.7975551509857177,0.659090723991394
0.7968243885040283,0.6588077402114868
0.7986877727508545,0.6591522645950317
0.8001626014709472,0.6598156929016114
0.8002195072174072,0.6595034837722779
0.8010720634460449,0.6605386877059937
0.8010885429382324,0.6602751874923706
0.8026569271087646,0.6606923675537109
0.8028648948669433,0.6600818967819213
0.8038453388214111,0.6600331878662109
0.8052206897735595,0.660820255279541
0.8055857276916504,0.6605640077590942
0.8063701343536377,0.6610665893554687
0.8070197010040283,0.661676115989685
0.8078468513488769,0.6624490213394165
0.8080668354034424,0.6620423126220703
